Persistent EPS in the Last Four Seasons,Non-industry income and expenditure/revenue,Borrowing dependency,Total debt/Total net worth,Net Income to Total Assets,Current Liability to Assets,Net worth/Assets,Quick Ratio,ROA(C) before interest and depreciation before interest,ROA(B) before interest and depreciation after tax,Equity to Liability,Net Income to Stockholder's Equity,Revenue Per Share (Yuan ¥),Retained Earnings to Total Assets,Operating Profit Rate,Degree of Financial Leverage (DFL),ROA(A) before interest and % after tax,Debt ratio %,Accounts Receivable Turnover,Net Value Per Share (C),Bankrupt?
0.202609436,0.304281044,0.369637181,0.00046143,0.756573066,0.018513416,0.985851196,0.063631101,0.391556574,0.432464265,0.233951666,0.838114804,0.000725986,0.917001642,0.99585613,0.026791157,0.443196686,0.014148804,0.000870421,0.162150773,0
0.199489458,0.303857587,0.369850788,0.000290902,0.767770769,0.006780285,0.990930254,0.00717167,0.417637596,0.465496012,0.323536602,0.838686544,0.001376348,0.951042702,0.997118599,0.026776621,0.486153511,0.009069746,0.000298256,0.18570646,0
0.22530018,0.303629665,0.371191703,0.004149226,0.815414916,0.078778895,0.907790912,0.00768509,0.509969288,0.56041544,0.041389367,0.841353464,0.023866782,0.938635967,0.999012302,0.026818624,0.566452246,0.092209088,0.001126069,0.18035481,0
0.207242129,0.303143367,0.37463849,0.006202865,0.779891459,0.050059846,0.880460743,0.00927214,0.460829718,0.512875422,0.03129128,0.838791225,0.016758171,0.92369844,0.999073196,0.026504331,0.511120802,0.119539257,0.001140272,0.158695377,0
0.195991302,0.30340416,0.380131877,0.011170994,0.775185863,0.080757188,0.837077123,0.003113588,0.460098474,0.511858237,0.022038383,0.837906253,0.012538379,0.924511699,0.998753708,0.026545783,0.496238552,0.162922877,0.000919116,0.179975559,0
0.177744162,0.303633774,0.385297585,0.020709654,0.744769702,0.175623393,0.794086525,0.00129946,0.453176035,0.504523797,0.016635152,0.832322777,0.015850689,0.911703422,0.998546185,0.026570626,0.46674662,0.205913475,0.003382265,0.151742447,0
0.194478586,0.30334156,0.378954243,0.009390018,0.7725266,0.093148868,0.849956163,0.004817296,0.442694876,0.499277263,0.024245117,0.837842698,0.021174584,0.924214796,0.998848803,0.026553,0.499400349,0.150043837,0.000908971,0.183936623,0
0.223692919,0.303689606,0.370567657,0.002074613,0.813781452,0.037109816,0.945460592,0.012635888,0.4913957,0.548851652,0.07065074,0.841056994,0.012644252,0.94436067,0.999002943,0.026806559,0.562963367,0.054539408,0.000704047,0.182967427,0
0.199584003,0.303477878,0.380412586,0.010294641,0.774876766,0.036211458,0.843123621,0.021328481,0.483985765,0.522351304,0.02303005,0.837967351,0.021809822,0.924402454,0.998868677,0.026453131,0.503434365,0.156876379,0.000635062,0.168218786,0
0.192398601,0.302884991,0.378614262,0.007681996,0.744635421,0.022282047,0.864891012,0.033402288,0.458684737,0.508431929,0.02730803,0.8356667,0.005460018,0.910870175,0.998486909,0.026619563,0.454153947,0.135108988,0.00077506,0.160675909,0
0.197976742,0.303476186,0.370737648,0.002650945,0.705462234,0.066965602,0.933669922,0.005160408,0.373567981,0.417099416,0.058145042,0.834618636,0.008227839,0.864172485,0.998582467,0.026783295,0.398604448,0.066330078,0.001523744,0.146896465,0
0.259903564,0.303633049,0.369637181,0.001122571,0.881277977,0.031452509,0.967772168,0.042870939,0.614000877,0.671931046,0.11633968,0.844496719,0.024320523,0.960800585,0.999291811,0.02679133,0.694232447,0.032227832,0.002053301,0.195356285,0
0.219438404,0.30345685,0.37129571,0.002505038,0.802927267,0.06409924,0.936542008,0.007633312,0.501925608,0.556186091,0.060793444,0.840453289,0.016153183,0.93480068,0.999034834,0.026861281,0.543720017,0.063457992,0.0009881,0.174834605,0
0.228420157,0.303567307,0.369637181,0.001096125,0.821601134,0.026868886,0.968467515,0.045990765,0.511480525,0.566839767,0.118686587,0.841376467,0.013309739,0.950493746,0.999141369,0.026791418,0.576591801,0.031532485,0.0010652,0.193628587,0
0.270208944,0.30345395,0.369637181,0.001493721,0.850534345,0.042858387,0.958581492,0.020481305,0.600545995,0.658654104,0.092176116,0.842992995,0.037070647,0.949533854,0.999288576,0.026791157,0.669755778,0.041418508,0.001383746,0.249083477,0
0.268696228,0.303492138,0.372405124,0.003729744,0.872535777,0.045996705,0.914442059,0.021310389,0.63086823,0.691792923,0.044773361,0.845044864,0.039309104,0.956858086,0.999243512,0.026806573,0.69559529,0.085557941,0.002177067,0.196199065,0
0.241467335,0.303528635,0.369656194,0.003244604,0.849222868,0.081208956,0.922665296,0.012782491,0.544337737,0.627442583,0.049729447,0.843391469,0.030506526,0.94922912,0.999089603,0.026791157,0.629633668,0.077334704,0.000712163,0.18035481,0
0.205162144,0.303359204,0.371424322,0.002260644,0.776437592,0.044087675,0.941500136,0.01383179,0.470677132,0.526420044,0.065940678,0.838909513,0.010814163,0.924912772,0.998874454,0.026650927,0.503107283,0.058499864,0.000886653,0.176899414,0
0.20884939,0.303351953,0.376205313,0.00601957,0.78421221,0.101988152,0.882577017,0.002592057,0.476819578,0.530488784,0.031919377,0.839138196,0.010587292,0.91593752,0.998946671,0.026281985,0.517880506,0.117422983,0.001101722,0.165648308,0
0.242129148,0.303293462,0.369637181,0.001128042,0.840184071,0.036866576,0.967621006,0.032712321,0.569638766,0.596552278,0.11591093,0.842351648,0.023881906,0.951728141,0.999401465,0.026791157,0.612952464,0.032378994,0.002507786,0.209009313,0
0.230878321,0.303578908,0.369698691,0.002970116,0.834012889,0.074905216,0.927623424,0.01286359,0.520791693,0.584613737,0.05322018,0.842382119,0.028116823,0.94397368,0.999048584,0.026796929,0.598724379,0.072376576,0.001367514,0.17829,0
0.258107214,0.303846469,0.370903166,0.002342717,0.862769672,0.037224078,0.939807117,0.020289163,0.600887242,0.65870764,0.064104843,0.843940322,0.021098961,0.953592793,0.999217861,0.026806353,0.670955081,0.060192883,0.001042882,0.199738738,0
0.246856386,0.303508574,0.370111366,0.003163443,0.853232469,0.075597163,0.924116456,0.015514912,0.589236094,0.623052626,0.050698294,0.843620359,0.052497845,0.951248093,0.999115486,0.026795128,0.640536415,0.075883544,0.001939679,0.184610847,0
0.257729035,0.303500598,0.369930192,0.003205391,0.857783586,0.079774027,0.923360643,0.013629666,0.603617218,0.665239038,0.050194243,0.843917739,0.03540693,0.955490556,0.999206422,0.026792353,0.660270388,0.076639357,0.000935347,0.19843243,0
0.279379786,0.303532985,0.370532988,0.002453971,0.879036619,0.04713129,0.937569913,0.021999733,0.663920441,0.709245677,0.061798009,0.844936106,0.039293979,0.962526445,0.999314458,0.026804723,0.692324466,0.062430087,0.001671857,0.212254014,0
0.221896568,0.30348948,0.374122926,0.004744709,0.809815917,0.051452219,0.899023491,0.00633198,0.59659728,0.654371219,0.037588704,0.841017332,0.017756402,0.938992001,0.999080013,0.02714745,0.56154601,0.100976509,0.00116259,0.17462391,0
0.229649239,0.303526218,0.370307079,0.003150676,0.827648202,0.078776714,0.924328083,0.016280988,0.525325403,0.581508646,0.050858914,0.842019342,0.022868551,0.941997108,0.999100234,0.026794357,0.600141736,0.075671917,0.000941434,0.180860478,0
0.23721282,0.303528877,0.374345479,0.0069707,0.822389251,0.087534152,0.872025879,0.004481046,0.559888851,0.616895979,0.029017778,0.842199454,0.019631865,0.940484965,0.999211506,0.026803452,0.585695595,0.127974121,0.000939405,0.200033711,0
0.27172166,0.303525735,0.372075208,0.004811279,0.861015937,0.074508988,0.898086284,0.00884481,0.61024716,0.677445259,0.037215848,0.844646568,0.030400653,0.954819016,0.999324858,0.026824246,0.665667248,0.101913716,0.001028679,0.210821289,0
0.223692919,0.303394975,0.370889745,0.002471297,0.8130643,0.039875767,0.937207123,0.010468043,0.525227904,0.570480218,0.061442956,0.841050336,0.02035785,0.950133981,0.999126001,0.026895153,0.562091147,0.062792877,0.001282298,0.192954363,0
0.237780089,0.303406094,0.369637181,0.001785535,0.847106969,0.050139856,0.951839647,0.018253571,0.536732804,0.605332191,0.079751404,0.842882561,0.022021568,0.948589084,0.999177304,0.026791825,0.608427824,0.048160353,0.000762886,0.184905819,0
0.279947055,0.303510024,0.369637181,0.003187153,0.869662786,0.079998526,0.923693201,0.015055765,0.59313606,0.665185502,0.050406844,0.844656081,0.055689157,0.955775799,0.999174877,0.026807279,0.672917575,0.076306799,0.001507512,0.218490582,0
0.216034792,0.303394734,0.378889378,0.008601209,0.798514201,0.118062595,0.85648638,0.002596424,0.522400429,0.578135875,0.025511587,0.840271023,0.012039264,0.933587262,0.999061757,0.028691407,0.54448321,0.14351362,0.001089548,0.171589904,0
0.227947433,0.30354507,0.372709318,0.005758761,0.829009927,0.119673028,0.885721196,0.006601479,0.50519183,0.576958081,0.03287951,0.842538439,0.035043937,0.939724551,0.999006525,0.026951551,0.589457043,0.114278804,0.001117953,0.173738991,0
0.24931455,0.303455884,0.370786856,0.003047629,0.847615476,0.057553066,0.926202497,0.015052022,0.575781212,0.639595267,0.052166892,0.843239273,0.035906045,0.944171379,0.999172797,0.026832368,0.646423899,0.073797503,0.001243748,0.19678901,0
0.211213009,0.303416487,0.369637181,0.00139797,0.786681403,0.041078523,0.960909393,0.028114617,0.454687271,0.513410782,0.097285854,0.8395434,0.016531301,0.933104819,0.998941819,0.026791157,0.515427388,0.039090607,0.001101722,0.181829674,0
0.190318616,0.302366063,0.369637181,0.001999836,0.668052588,0.054828015,0.947062914,0.009720682,0.348169454,0.389207131,0.072751078,0.832796095,0.007274982,0.883807429,0.998563055,0.026787545,0.2769843,0.052937086,0.001057085,0.159201045,0
0.216602061,0.303438723,0.369637181,0.001446302,0.803561589,0.0431293,0.959760559,0.014249139,0.510993029,0.576636865,0.094668437,0.840450214,0.016153183,0.933891526,0.999013111,0.026791576,0.543992586,0.040239441,0.001560265,0.170873541,0
0.219816583,0.303525976,0.370512858,0.00104597,0.808793738,0.018895829,0.96973728,0.014326496,0.521717935,0.573049949,0.123252108,0.840706115,0.006715368,0.937695723,0.999159625,0.026857344,0.556094636,0.03026272,0.000933318,0.180691922,0
0.220572941,0.30350084,0.370256753,0.00217766,0.809022256,0.060216523,0.94325362,0.015430693,0.488421976,0.547995075,0.067957009,0.840792437,0.021325831,0.936659316,0.999015307,0.026846717,0.556040122,0.05674638,0.000531586,0.179174919,0
0.236361917,0.303551355,0.371087695,0.002471297,0.841028094,0.065814443,0.937207123,0.021224923,0.561448837,0.603940254,0.061450434,0.842700499,0.058744347,0.948045624,0.999032985,0.026802058,0.619494113,0.062792877,0.000986071,0.179469892,0
0.188522265,0.303894325,0.374490866,0.004061682,0.734826381,0.040050496,0.909121142,0.007925893,0.406425194,0.446704856,0.042037028,0.835944054,0.000786485,0.892625362,0.993104026,0.026791157,0.429786306,0.090878858,0.001288385,0.166533227,0
0.256310863,0.303509541,0.380222464,0.03212413,0.817022648,0.240568845,0.768721468,0.002064912,0.516160484,0.566465014,0.014369436,0.844429941,0.564998412,0.938397358,0.998984109,0.026982894,0.580462276,0.231278532,0.006920759,0.187729131,0
0.197504018,0.303060464,0.38088677,0.010384009,0.764439837,0.07623309,0.842488738,0.004880928,0.496855653,0.558220461,0.022921454,0.83692635,0.012871122,0.920941201,0.998915358,0.026605351,0.482392063,0.157511262,0.000957666,0.160844465,0
0.21518389,0.303347602,0.388543067,0.019877073,0.797248701,0.190943736,0.796716752,0.001618242,0.507629308,0.565929654,0.016901672,0.840231455,0.01579019,0.91007215,0.999047544,0.0621156,0.545518971,0.203283248,0.000791292,0.150183305,0
0.209983927,0.303744955,0.381761328,0.01108345,0.803568375,0.122481593,0.83765154,0.002448574,0.516306732,0.576369185,0.022129655,0.840820504,0.010118426,0.907165097,0.998907039,0.027438139,0.548735281,0.16234846,0.000647236,0.154692175,0
0.220667486,0.303400293,0.374864399,0.005448709,0.809775026,0.082704795,0.889590954,0.004267692,0.531760347,0.575994432,0.034138076,0.841063481,0.011948516,0.926142334,0.999121263,0.027300711,0.562581771,0.110409046,0.000797379,0.164342,0
0.203460338,0.303360654,0.376641474,0.007163115,0.765198287,0.070015563,0.870030535,0.005488548,0.442499878,0.4927994,0.028521796,0.837499665,0.004839905,0.887113657,0.998637929,0.026640754,0.48380942,0.129969465,0.000740568,0.152374531,0
0.19476222,0.30303992,0.369637181,0.00072771,0.760956743,0.023520418,0.978293074,0.042309482,0.417930093,0.473365812,0.164930872,0.838282288,0.013581983,0.951150893,0.998878152,0.026791157,0.475795901,0.021706926,0.001296501,0.19434495,0
0.200245816,0.303433164,0.373141005,0.00592929,0.767446273,0.074329381,0.883665387,0.006499794,0.477502072,0.5150704,0.032244232,0.8378624,0.016017061,0.924018775,0.99884083,0.026711129,0.485989969,0.116334613,0.001345196,0.16805023,0
0.219816583,0.303579875,0.369789279,0.002410199,0.812185951,0.064441588,0.938446655,0.012940946,0.479257057,0.534985813,0.062674221,0.840993498,0.025167506,0.936586598,0.998993584,0.026792276,0.5611099,0.061553345,0.000766944,0.184020901,0
0.226245627,0.303523559,0.372941937,0.00739383,0.813789372,0.138967697,0.867702633,0.00768509,0.508945547,0.554954762,0.02796062,0.84153528,0.120180891,0.937157535,0.998984224,0.026896959,0.567160925,0.132297367,0.002114169,0.177826472,0
0.235605559,0.303610813,0.374006616,0.005218906,0.848983604,0.050000387,0.892583971,0.009684499,0.560327597,0.622517265,0.035163451,0.843903486,0.094302524,0.91913427,0.998961115,0.026994351,0.633449629,0.107416029,0.004504276,0.161307994,0
0.214332987,0.3035777,0.369637181,0.000674819,0.7961221,0.02455674,0.979774466,0.030000487,0.466094672,0.523689705,0.175104487,0.840048885,0.006927114,0.935180965,0.998911083,0.026791157,0.531018317,0.020225534,0.002469236,0.169187982,0
0.17434055,0.302873631,0.374040167,0.006427197,0.605229703,0.118599879,0.877890982,0.007990772,0.278213816,0.305530275,0.030572238,0.824988297,0.012946746,0.847514314,0.998705293,0.026770225,0.293120366,0.122109018,0.00071622,0.143103957,1
0.192304056,0.303036778,0.378039424,0.008208173,0.768344799,0.063701255,0.859963116,0.005602087,0.452152294,0.494833771,0.026231018,0.837614514,0.014202096,0.918821949,0.998893289,0.026703413,0.488170519,0.140036884,0.000655352,0.188698327,0
0.214900255,0.303804172,0.37109776,0.002060934,0.796195617,0.033560809,0.945762917,0.003083643,0.469799639,0.521387655,0.071030591,0.840054327,0.003811425,0.931453196,0.998852616,0.027807143,0.532490188,0.054237083,0.000760857,0.181281868,0
0.212914815,0.303783627,0.371640165,0.00226338,0.802841705,0.026354068,0.941439671,0.025240584,0.53024911,0.568981209,0.065879947,0.840439846,0.007532102,0.934239948,0.998926566,0.026929226,0.543501962,0.058560329,0.001596786,0.185032236,0
0.204311241,0.303099619,0.377909695,0.009691863,0.780578249,0.064704357,0.847598029,0.005323854,0.467557159,0.523957385,0.023815548,0.838574932,0.018512637,0.928392751,0.999048353,0.026595848,0.508940253,0.152401971,0.001306646,0.170704985,0
0.246383663,0.303539028,0.374050232,0.005590056,0.835677412,0.049569181,0.887807238,0.011649596,0.560668844,0.622517265,0.033545289,0.843008564,0.028373943,0.944518128,0.999157776,0.026822089,0.59845181,0.112192762,0.001150416,0.200202267,0
0.250259998,0.303532744,0.370214256,0.00113169,0.854999476,0.019132811,0.967530308,0.033493993,0.621995808,0.670699716,0.115593558,0.843126922,0.016198557,0.953555647,0.999366686,0.026818523,0.635194069,0.032469692,0.001688089,0.201340019,0
0.201285809,0.303243914,0.373766169,0.004710056,0.744470039,0.061420296,0.89950721,0.008722537,0.449324818,0.49809947,0.037781956,0.836422435,0.00562639,0.879510242,0.998670167,0.02674648,0.453499782,0.10049279,0.001464904,0.149424803,0
0.232674671,0.303564648,0.374971761,0.005352046,0.824164305,0.05869924,0.890830486,0.00959529,0.539170282,0.592269393,0.03455906,0.842114516,0.013430736,0.94073353,0.999243743,0.026866514,0.581443524,0.109169514,0.000787234,0.186001433,0
0.208187577,0.303591477,0.372417426,0.00408904,0.790250943,0.049625265,0.908697887,0.006868483,0.502120606,0.542213181,0.041833293,0.839657707,0.01067804,0.928445696,0.99886937,0.026733654,0.520442652,0.091302113,0.001621134,0.184400152,0
0.230405597,0.303588576,0.376878566,0.009981853,0.810872499,0.087375214,0.84542129,0.004894652,0.51425925,0.568713529,0.023426141,0.841485309,0.031988747,0.937756813,0.999016115,0.026905776,0.560510249,0.15457871,0.000844045,0.186043572,0
0.220572941,0.303561506,0.369637181,0.001781887,0.810644992,0.051822843,0.951900112,0.013322113,0.490128211,0.545104128,0.079872621,0.840856522,0.013218991,0.936018011,0.999039225,0.026805437,0.557293938,0.048099888,0.001061143,0.180186254,0
0.212631181,0.303470869,0.372218358,0.003338531,0.792319015,0.067740696,0.921032742,0.008829214,0.497684395,0.557417421,0.04866071,0.83981027,0.022429935,0.930539401,0.998956262,0.02654045,0.526493676,0.078967258,0.000973898,0.18777127,0
0.230311052,0.30347667,0.369637181,0.000946571,0.825401984,0.029861768,0.972337274,0.036849007,0.508214303,0.564109428,0.133604246,0.841552388,0.020947714,0.950731349,0.999191169,0.026819318,0.582860881,0.027662726,0.00112404,0.225485652,0
0.203743973,0.303545554,0.371278935,0.006379777,0.797447683,0.100662044,0.878435166,0.008136127,0.443913616,0.494084266,0.030720341,0.840158356,0.022702179,0.931402334,0.998959266,0.02734466,0.534507196,0.121564834,0.001284327,0.176772997,0
0.238158268,0.303498906,0.369637181,0.002364603,0.833652767,0.056438002,0.939383862,0.015449408,0.53824404,0.593554259,0.063628826,0.842245088,0.030219157,0.949710396,0.99911953,0.026793794,0.598778892,0.060616138,0.001176793,0.196999705,0
0.220100217,0.303656252,0.376168407,0.006714451,0.803345784,0.055362117,0.874746803,0.0084468,0.541851509,0.578885379,0.029718521,0.840634924,0.019813361,0.933910755,0.998974287,0.027052691,0.547045355,0.125253197,0.001335051,0.189119717,0
0.206296681,0.303343494,0.36973336,0.003354946,0.755517407,0.083517129,0.920730417,0.013309636,0.417978843,0.460677766,0.048481592,0.837474581,0.016274181,0.853394448,0.998961577,0.026728134,0.470726123,0.079269583,0.000929261,0.146432936,0
0.218776591,0.303496006,0.37253709,0.003178034,0.81163384,0.033651599,0.923844363,0.010289,0.492906937,0.545425344,0.050519365,0.841021732,0.012039264,0.936629645,0.999100927,0.026906778,0.559092891,0.076155637,0.000635062,0.174961021,0
0.217358419,0.303548938,0.369639418,0.000906446,0.804991092,0.026011946,0.973425643,0.033475278,0.488860722,0.543658654,0.138422016,0.840502622,0.008016093,0.933874636,0.999029865,0.026792699,0.546173136,0.026574357,0.000764915,0.174581771,0
0.259430841,0.303508332,0.370213137,0.002121121,0.855781401,0.056475835,0.944432687,0.018350266,0.604982206,0.662080411,0.069387012,0.843465817,0.028222696,0.953653824,0.999273208,0.026796781,0.640154819,0.055567313,0.000793321,0.207197337,0
0.248558192,0.303499873,0.375571203,0.007780483,0.83125943,0.067061585,0.863923572,0.006460492,0.572417491,0.619519246,0.027094841,0.843067773,0.028207571,0.943152991,0.999200644,0.026801135,0.604066725,0.136076428,0.001067229,0.194934895,0
0.229932873,0.303507849,0.377680431,0.007373768,0.811384845,0.052922298,0.867884028,0.009237205,0.538146541,0.60576048,0.028009248,0.841332209,0.016954792,0.937491381,0.999091568,0.026976424,0.560728304,0.132115972,0.000714192,0.206017446,0
0.256972677,0.303531052,0.370063277,0.001389763,0.856044532,0.041896046,0.961090788,0.02314448,0.573538732,0.616681835,0.097759396,0.843259631,0.077922471,0.956590039,0.99908036,0.026791163,0.635248583,0.038909212,0.001718523,0.213138932,0
0.41571334,0.303584951,0.369637181,0.001589473,0.889269295,0.048423125,0.956344288,0.02323057,0.629795739,0.6972536,0.087629322,0.845133264,0.082006141,0.995601718,0.999389333,0.026791157,0.71134976,0.043655712,0.002507786,0.38456028,0
0.22293656,0.303494555,0.369962624,0.001863048,0.821772771,0.046423352,0.950086163,0.015428822,0.510993029,0.559130574,0.07703769,0.841485157,0.020100731,0.940085303,0.999089719,0.026820441,0.573811601,0.049913837,0.001552149,0.176857275,0
0.256499953,0.303730212,0.369637181,0.000660229,0.853143435,0.019328336,0.980167488,0.061070236,0.550431434,0.607259489,0.178113094,0.842894081,0.011676271,0.950636106,0.999604597,0.026791157,0.630723942,0.019832512,0.001091577,0.22965741,0
0.2149948,0.303429297,0.381013145,0.012099326,0.796182308,0.055140181,0.83121202,0.009685123,0.481694535,0.535895926,0.021142298,0.840065704,0.035422055,0.936397137,0.999007796,0.050412429,0.536851287,0.16878798,0.000760857,0.198474569,0
0.221045665,0.303722719,0.370199717,0.002699277,0.803323727,0.059913937,0.932732715,0.023610489,0.481597036,0.528400878,0.057330098,0.840483964,0.04154756,0.971135336,0.998917207,0.026837866,0.54361099,0.067267285,0.002274456,0.240276432,0
0.236267373,0.303496972,0.369889931,0.002874365,0.835828913,0.072121498,0.929407141,0.019632259,0.544386487,0.604368542,0.054582007,0.842474706,0.02547,0.947156932,0.99913016,0.026793252,0.608209769,0.070592859,0.000906942,0.182883149,0
0.218682046,0.303509299,0.373346783,0.003977786,0.805578531,0.044949954,0.910451371,0.019847483,0.504753083,0.561164945,0.042684014,0.840681644,0.012614002,0.935005094,0.999039803,0.026938107,0.549171391,0.089548629,0.000645207,0.175171716,0
0.329772147,0.303518484,0.372242962,0.006090699,0.885237154,0.124340512,0.88176074,0.011968379,0.632086969,0.700037475,0.031672302,0.846936009,0.085046206,0.963406937,0.999215781,0.026807352,0.716146969,0.11823926,0.001053027,0.234966921,0
0.262928997,0.303542895,0.370033081,0.003255547,0.868366802,0.081807836,0.922483901,0.01251923,0.593672305,0.66074201,0.049597584,0.844599827,0.030914893,0.959593708,0.999237735,0.02679367,0.664304405,0.077516099,0.001225488,0.195019173,0
0.239103716,0.303728278,0.37341724,0.005399466,0.839520003,0.050745163,0.890225837,0.012151788,0.541656511,0.601263451,0.034351929,0.843253654,0.027587459,0.937335223,0.999031368,0.026825016,0.606792412,0.109774163,0.00157041,0.176225191,0
0.20270398,0.30255628,0.369637181,0.001029555,0.686929016,0.028544673,0.970190767,0.027326083,0.360893092,0.402751753,0.124867278,0.834397818,0.003403058,0.749703315,0.998754516,0.026777575,0.401929786,0.029809233,0.000661439,0.1396907,0
0.234660112,0.303553288,0.378882668,0.010599221,0.81869393,0.091113037,0.840946882,0.007563441,0.557012626,0.60249478,0.022666402,0.842313281,0.027617708,0.940678257,0.999080706,0.026812979,0.57233973,0.159053118,0.000982013,0.182967427,0
0.220100217,0.303534194,0.369637181,0.00119826,0.811762691,0.037808105,0.965837289,0.025987945,0.545263979,0.604100862,0.11033342,0.840872161,0.008968949,0.937857566,0.999081746,0.026801487,0.558166158,0.034162711,0.000531586,0.170620707,0
0.217736598,0.30359341,0.369637181,0.001413473,0.800956986,0.038688334,0.960546603,0.016748868,0.484960757,0.538786873,0.096441088,0.840309131,0.007229608,0.931023949,0.99897706,0.026791157,0.539576973,0.039453397,0.00069796,0.168682314,0
0.204973055,0.30354217,0.369637181,0.001727172,0.765623235,0.041209791,0.953139644,0.021548073,0.448934822,0.49986616,0.081908281,0.83836422,0.015971687,0.921332937,0.998826849,0.026791157,0.482283035,0.046860356,0.000961724,0.167839535,0
0.227947433,0.303441623,0.369637181,0.001412561,0.827133162,0.044395725,0.960546603,0.027656094,0.530151611,0.589378446,0.09647113,0.8417144,0.029326799,0.943042166,0.999074236,0.026791157,0.586295246,0.039453397,0.001464904,0.178332139,0
0.220762031,0.303633774,0.369637181,0.000449576,0.816028722,0.018151183,0.986213986,0.062725284,0.505045581,0.555811339,0.238586418,0.841020872,0.009392441,0.938272356,0.999071925,0.026791391,0.565252944,0.013786014,0.001367514,0.172727656,0
0.189373168,0.30346676,0.383236446,0.016996325,0.773068502,0.111426907,0.807116728,0.001981317,0.472870862,0.504845013,0.01802348,0.837017978,0.014126473,0.912265038,0.998872375,0.026534157,0.497001744,0.192883272,0.000791292,0.143314652,0
0.200434906,0.30369444,0.380427124,0.014898914,0.763974124,0.131736187,0.816246939,0.002366227,0.450884805,0.49199636,0.019110263,0.83615386,0.019662114,0.895766836,0.998746544,0.026721243,0.479666376,0.183753061,0.001513599,0.149003413,0
0.237496455,0.303402468,0.369841841,0.002495007,0.820570907,0.068040144,0.936753635,0.012438754,0.549456442,0.607687778,0.060991569,0.841496202,0.028237821,0.939998658,0.999115602,0.026804144,0.573048408,0.063246365,0.000789263,0.187518436,0
0.276070719,0.303538786,0.370647061,0.003074987,0.857700797,0.061732897,0.925718777,0.010008896,0.613367133,0.680389742,0.051817776,0.843872016,0.03463557,0.958706068,0.999277137,0.026801261,0.666593982,0.074281223,0.001373601,0.228730353,0
0.289590621,0.303507607,0.369637181,0.003119671,0.864718876,0.080119026,0.9249025,0.018572354,0.598108517,0.657904599,0.051239469,0.844323156,0.058124234,0.965569196,0.999217976,0.026791157,0.670791539,0.0750975,0.002686334,0.242636214,0
0.214900255,0.303554497,0.369637181,0.001255711,0.797159791,0.039000794,0.964416362,0.021636658,0.481792034,0.535949462,0.106207157,0.840104301,0.016773296,0.932789793,0.998953489,0.026791157,0.532926297,0.035583638,0.001036795,0.187644853,0
0.24137279,0.303406335,0.369637181,0.001485514,0.83090251,0.044403722,0.958793119,0.030510164,0.542972749,0.599817977,0.092609651,0.841929525,0.035981669,0.947334889,0.999172451,0.026791157,0.593600087,0.041206881,0.001852434,0.224600733,0
0.317954051,0.30351365,0.369637181,0.008135219,0.855952586,0.145986751,0.860628231,0.00479359,0.572319992,0.617003052,0.026372585,0.845291783,0.446556861,0.953174502,0.999019813,0.026794503,0.641299608,0.139371769,0.004116746,0.263495007,0
0.238630992,0.303498423,0.374028983,0.004968128,0.83242684,0.049390065,0.895939777,0.009847321,0.575537464,0.633492157,0.036386812,0.842651492,0.012084638,0.945814517,0.999374427,0.026869977,0.604611862,0.104060223,0.000961724,0.186296406,0
0.225489269,0.303515341,0.376399908,0.006172772,0.811990921,0.04626223,0.8807933,0.011963388,0.54058402,0.605171583,0.031392157,0.841285973,0.010511669,0.943369749,0.999128427,0.027017654,0.563181422,0.1192067,0.000785205,0.183810206,0
0.232012858,0.303551838,0.369897759,0.005541725,0.825827075,0.11561768,0.888411887,0.012138687,0.511480525,0.556186091,0.033746669,0.842265258,0.11413101,0.941956567,0.998993699,0.026804792,0.579590057,0.111588113,0.001387804,0.191395221,0
0.257067221,0.303497697,0.370358524,0.004468397,0.850828381,0.084731736,0.902983947,0.007531002,0.576073709,0.645858986,0.03922936,0.843830493,0.055855529,0.949547829,0.999095843,0.026797385,0.640536415,0.097016053,0.001592728,0.19927521,0
0.232580127,0.303505674,0.369637181,0.002070054,0.832519872,0.059723706,0.945551289,0.017944146,0.520791693,0.600781626,0.070774376,0.842124527,0.027027845,0.943479018,0.999053437,0.026805039,0.596543829,0.054448711,0.000699989,0.18364165,0
0.232296492,0.303527668,0.369637181,0.002594406,0.824058694,0.069768107,0.934788524,0.020584239,0.515624238,0.571979228,0.059142114,0.841716507,0.029689792,0.943035046,0.999071694,0.026807692,0.588366768,0.065211476,0.001487223,0.19556698,0
0.225772903,0.30350374,0.374806244,0.01480681,0.807243466,0.182145626,0.816670194,0.006150443,0.496660654,0.550082981,0.019164977,0.841408446,0.067743546,0.938142486,0.999005254,0.027069291,0.556476232,0.183329806,0.000742597,0.179722726,0
0.213860263,0.303445974,0.373861229,0.005738699,0.766873054,0.116289584,0.885963056,0.00549853,0.477843319,0.524813962,0.032956809,0.837846415,0.023594537,0.92174666,0.998905306,0.02664973,0.494058003,0.114036944,0.000933318,0.163077831,0
0.230783776,0.30350084,0.37266682,0.00490247,0.82523709,0.07196459,0.896846752,0.00861586,0.546433969,0.606938273,0.036729963,0.842127101,0.020206603,0.941883126,0.99912369,0.026853325,0.587767117,0.103153248,0.000919116,0.177236526,0
